"date","site","revenue","pageviews"
"2016-10-29","ultimateknicks",8.50756885702937,13337
"2016-10-29","packinsider",0.29115510588991,316
"2016-10-29","tigernet",4.0159893939103,5106
"2016-10-29","justinbieber",0.240413271108814,18
"2016-10-29","gunnersphere",0.0726594268275998,69
"2016-10-29","metschronicle",0.0059317923665947,15
"2016-10-29","chicitysports",0.233090861832974,449
"2016-10-29","allhabs",0.278704931954111,523
"2016-10-29","celticquicknews",18.9323608884114,46998
"2016-10-29","mynhltraderumors",5.78174987506477,10039
"2016-10-29","hoosierhuddle",0.113892580861875,607
"2016-10-29","foreverwestham",0.680276226231826,1117
"2016-10-29","tennisguru",0.208977250655341,619
"2016-10-29","bluemoon-mcfc",27.0220413865824,78371
"2016-10-29","hornsports",0.218591951527381,201
"2016-10-29","dailythunder",1.57213247028935,1115
"2016-10-29","red94",0.194179700818885,228
"2016-10-29","pittsburghsportsnow",3.61953878147806,4603
"2016-10-29","birdgang",0.0114996671755992,23
"2016-10-29","therepublikofmancunia",2.61268106943538,3337
"2016-10-30","tennisguru",0.315457476203435,1261
"2016-10-30","arsenal-mania",0.181634497564542,250
"2016-10-30","bluemoon-mcfc",23.3049531871146,71251
"2016-10-30","starwarsnewsnet",2.65819531889596,6658
"2016-10-30","celticquicknews",11.9529605439026,32464
"2016-10-30","foreverwestham",0.0427550053624049,76
"2016-10-30","videocelts",13.2208580969823,31126
"2016-10-30","gunnersphere",0.0202107347605225,34
"2016-10-30","thecelticblog",1.18085400376644,2546
"2016-10-30","live4liverpool",0.220819304178761,232
"2016-10-30","rousingthekop",1.40995594741666,2314
"2016-10-30","mcfcwatch",1.96411618807285,3194
"2016-10-30","allhabs",0.284668931757158,825
"2016-10-30","angelswin",1.73770446975195,1914
"2016-10-30","arseblog",7.13675969727152,7831
"2016-10-30","birdgang",0.00645272658002375,16
"2016-10-30","buffalofambase",0.293615138529159,857
"2016-10-30","cardinalconnect",0.482254283549391,688
"2016-10-30","catchronicles",0.0212652701367815,55
"2016-10-30","chicitysports",0.23759487588897,522
"2016-10-30","cornellsun",0.0736353251094032,44
"2016-10-30","dailythunder",1.66108423499142,1192
"2016-10-30","hoosierhuddle",0.14767779499989,773
"2016-10-30","hornsports",0.342396801757598,340
"2016-10-30","sportsdaily",0.792562116414874,868
"2016-10-30","justinbieber",0.102674617105929,15
"2016-10-30","dodgerblue",4.22047606357314,4681
"2016-10-30","lakersnation",58.5288137885237,82087
"2016-10-30","mynhltraderumors",7.66310854247097,13345
"2016-10-30","metschronicle",0.00153543319424286,13
"2016-10-30","opendota",5.89265417433753,4974
"2016-10-30","packinsider",0.202043145683797,225
"2016-10-30","philliesnation",0.832581077735079,1247
"2016-10-30","pittsburghsportsnow",2.82890931253409,4124
"2016-10-30","rabidhabs",0.0199798018604037,76
"2016-10-30","raptorsrepublic",0.00811781803008312,15
"2016-10-30","red94",0.194997716408827,191
"2016-10-30","rihannaitalia",0.149907135847407,212
"2016-10-30","welikela",0.212846933965563,5805
"2016-10-30","russellstreet",0.67300668712671,1673
"2016-10-30","wearewearside",1.18062087497691,2702
"2016-10-30","ultimateknicks",9.13826728570502,14563
"2016-10-30","nothingbutnewcastle",0.0202021412037648,44
"2016-10-30","raisethejollyroger",0.0197557201367815,19
"2016-10-30","sfexaminer",3.49396169052975,4316
"2016-10-30","totalbarca",0.418149297598078,427
"2016-10-30","tigernet",7.06130132022584,8227
"2016-10-30","tidefans",4.81834383000836,16946
"2016-10-30","sixpackspeak",12.333826718582,43714
"2016-10-30","therepublikofmancunia",1.95232076428454,2818
"2016-10-31","rousingthekop",1.71129057159501,1958
"2016-10-31","cornellsun",0.165512203594778,94
"2016-10-31","live4liverpool",3.09664670799349,2988
